project_id,project_name,project_type,business_unit,region,priority,start_date,planned_end_date,actual_end_date,planned_duration_days,actual_duration_days,delay_days,delayed_flag,major_delay_flag,budget_gbp,sponsor,project_manager,milestone_count,critical_milestone_count,delayed_milestone_count,critical_milestone_missed_count,avg_milestone_delay_days,max_milestone_delay_days,issue_count,unresolved_issue_count,high_severity_issue_count,avg_issue_days_open,approval_delay_issue_count,vendor_delay_issue_count,resource_shortage_issue_count,scope_change_issue_count,dependency_blocker_issue_count,procurement_delay_issue_count,technical_issue_count,planned_team_size,actual_team_size,resource_gap,resource_gap_pct,overtime_hours,attrition_flag,change_request_count,approved_scope_change_count,late_scope_change_flag,scope_change_impact,schedule_variance_pct,resource_gap_flag,high_overtime_flag,preventable_delay_flag,risk_score,risk_band
P072,Client Implementation UK Program 072,Client Implementation,Technology,UK,Medium,2024-09-30 00:00:00,2025-01-05 00:00:00,2025-01-20 00:00:00,97,112,15,1,0,549000,Sponsor_12,PM_09,6,4,6,4,2.8333333333333335,4,10,2,2,21.1,0,1,2,2,2,0,3,8,6,2,0.25,164,0,0,0,0,Low,0.15463917525773196,1,1,1,6,High
P073,Transformation Europe Program 073,Transformation,Technology,Europe,High,2024-08-08 00:00:00,2025-02-10 00:00:00,2025-03-07 00:00:00,186,211,25,1,0,1039000,Sponsor_06,PM_15,6,4,6,4,4.666666666666667,6,6,0,0,10.5,1,2,0,0,0,0,3,6,7,0,0.0,76,1,0,0,0,Medium,0.13440860215053763,0,0,1,3,Medium
P074,Transformation UK Program 074,Transformation,Sales,UK,Medium,2025-03-28 00:00:00,2025-10-10 00:00:00,2025-11-18 00:00:00,196,235,39,1,1,739000,Sponsor_13,PM_07,6,4,5,3,6.5,12,5,1,3,55.4,2,0,0,2,0,0,1,12,12,0,0.0,67,0,4,4,1,High,0.1989795918367347,0,0,1,7,High
P075,Operations Improvement UK Program 075,Operations Improvement,Customer Experience,UK,High,2024-08-04 00:00:00,2024-12-07 00:00:00,2024-12-15 00:00:00,125,133,8,1,0,1745000,Sponsor_05,PM_09,6,4,5,3,1.3333333333333333,3,6,2,0,28.5,1,1,2,1,0,0,1,9,7,2,0.222,117,0,3,3,0,Medium,0.064,1,1,1,4,Medium
P076,Client Implementation UK Program 076,Client Implementation,Sales,UK,Low,2024-01-20 00:00:00,2024-08-14 00:00:00,2024-09-11 00:00:00,207,235,28,1,0,339000,Sponsor_10,PM_11,6,4,6,4,5.666666666666667,12,7,2,0,19.857142857142858,3,2,1,0,0,0,1,10,7,3,0.3,123,1,1,0,0,Medium,0.13526570048309178,1,1,1,6,High
P077,Transformation Europe Program 077,Transformation,Customer Experience,Europe,Medium,2025-01-05 00:00:00,2025-04-27 00:00:00,2025-05-22 00:00:00,112,137,25,1,0,1074000,Sponsor_04,PM_04,6,4,5,4,4.833333333333333,8,10,3,3,36.6,2,1,1,0,1,2,3,10,9,1,0.1,210,0,0,0,0,Medium,0.22321428571428573,0,1,1,6,High
P078,IT Delivery Europe Program 078,IT Delivery,Finance,Europe,High,2024-12-25 00:00:00,2025-05-01 00:00:00,2025-06-16 00:00:00,127,173,46,1,1,663000,Sponsor_03,PM_04,6,4,6,4,8.666666666666666,12,12,1,2,21.25,2,1,2,3,0,0,4,8,10,0,0.0,9,1,1,1,0,Medium,0.36220472440944884,0,0,1,5,Medium
P079,IT Delivery UK Program 079,IT Delivery,Technology,UK,Medium,2025-08-01 00:00:00,2026-01-20 00:00:00,2026-02-27 00:00:00,172,210,38,1,1,1464000,Sponsor_03,PM_11,6,4,6,4,6.5,10,8,1,5,29.375,0,0,1,5,0,1,1,11,8,3,0.273,110,0,4,3,1,Medium,0.22093023255813954,1,1,1,8,High
P080,Operations Improvement Australia Program 080,Operations Improvement,Operations,Australia,Medium,2024-04-02 00:00:00,2024-11-07 00:00:00,2024-11-15 00:00:00,219,227,8,1,0,967000,Sponsor_10,PM_15,6,4,3,3,1.3333333333333333,4,4,1,0,47.0,2,0,1,0,0,1,0,12,13,0,0.0,83,0,1,1,0,Low,0.0365296803652968,0,1,1,4,Medium
P081,IT Delivery UK Program 081,IT Delivery,Sales,UK,High,2024-12-17 00:00:00,2025-04-07 00:00:00,2025-04-13 00:00:00,111,117,6,1,0,1213000,Sponsor_01,PM_06,6,4,4,3,1.3333333333333333,4,6,0,1,14.666666666666666,3,1,0,0,1,0,1,7,8,0,0.0,20,0,1,0,0,Medium,0.05405405405405406,0,0,1,3,Medium
P082,Transformation UK Program 082,Transformation,Technology,UK,Medium,2025-07-25 00:00:00,2026-01-29 00:00:00,2026-02-24 00:00:00,188,214,26,1,0,761000,Sponsor_12,PM_09,6,4,5,3,4.333333333333333,8,10,1,3,25.8,1,0,2,2,3,1,1,14,16,0,0.0,18,0,4,4,1,Low,0.13829787234042554,0,0,1,6,High
P083,Product Launch Europe Program 083,Product Launch,Technology,Europe,Medium,2024-03-27 00:00:00,2024-09-12 00:00:00,2024-09-12 00:00:00,169,169,0,0,0,1324000,Sponsor_11,PM_13,6,4,0,0,0.0,0,5,0,1,13.0,1,0,0,2,0,0,2,9,11,0,0.0,87,0,2,0,0,High,0.0,0,1,1,1,Low
P084,Operations Improvement Australia Program 084,Operations Improvement,Operations,Australia,High,2025-05-12 00:00:00,2025-09-28 00:00:00,2025-10-28 00:00:00,139,169,30,1,0,643000,Sponsor_03,PM_05,6,4,5,4,5.166666666666667,10,5,2,2,54.2,1,1,0,0,1,2,0,5,6,0,0.0,106,0,0,0,0,Medium,0.2158273381294964,0,1,1,5,Medium
P085,Transformation UK Program 085,Transformation,Operations,UK,Medium,2025-01-20 00:00:00,2025-05-29 00:00:00,2025-06-14 00:00:00,129,145,16,1,0,512000,Sponsor_14,PM_06,6,4,5,4,3.0,5,8,2,4,23.75,1,3,0,0,1,2,1,15,15,0,0.0,5,0,2,0,0,Low,0.12403100775193798,0,0,1,5,Medium
P086,IT Delivery UK Program 086,IT Delivery,Technology,UK,Low,2024-09-01 00:00:00,2025-02-17 00:00:00,2025-03-20 00:00:00,169,200,31,1,1,1786000,Sponsor_15,PM_16,6,4,5,4,7.333333333333333,26,4,2,0,49.5,0,0,1,0,0,3,0,7,7,0,0.0,98,0,0,0,0,High,0.1834319526627219,0,1,1,3,Medium
P087,IT Delivery UK Program 087,IT Delivery,Operations,UK,High,2024-05-21 00:00:00,2024-10-22 00:00:00,2024-11-17 00:00:00,154,180,26,1,0,286000,Sponsor_14,PM_16,6,4,6,4,5.166666666666667,10,10,2,2,28.8,2,1,1,3,0,2,1,9,6,3,0.333,92,1,1,1,0,High,0.16883116883116883,1,1,1,7,High
P088,Transformation UK Program 088,Transformation,Operations,UK,Low,2025-04-06 00:00:00,2025-10-02 00:00:00,2025-11-11 00:00:00,179,219,40,1,1,234000,Sponsor_01,PM_14,6,4,5,4,7.333333333333333,14,10,1,0,25.0,2,2,0,1,0,2,3,10,7,3,0.3,101,0,6,4,0,Medium,0.22346368715083798,1,1,1,6,High
P089,Operations Improvement Australia Program 089,Operations Improvement,Sales,Australia,High,2025-04-28 00:00:00,2025-08-31 00:00:00,2025-09-22 00:00:00,125,147,22,1,0,1734000,Sponsor_08,PM_16,6,4,6,4,4.5,10,6,1,2,20.666666666666668,0,1,0,3,0,1,1,13,11,2,0.154,160,0,2,2,0,Low,0.176,1,1,1,6,High
P090,Operations Improvement UK Program 090,Operations Improvement,Operations,UK,High,2025-04-13 00:00:00,2025-07-28 00:00:00,2025-08-18 00:00:00,106,127,21,1,0,407000,Sponsor_10,PM_16,6,4,5,3,3.5,7,10,2,2,22.9,2,2,1,1,1,1,2,12,10,2,0.167,94,0,1,1,0,Low,0.19811320754716982,1,1,1,8,High
P091,Operations Improvement Europe Program 091,Operations Improvement,Finance,Europe,High,2025-06-20 00:00:00,2025-12-19 00:00:00,2026-01-06 00:00:00,182,200,18,1,0,318000,Sponsor_09,PM_17,6,4,6,4,3.3333333333333335,6,7,0,0,10.285714285714286,1,1,3,0,1,1,0,12,12,0,0.0,5,0,2,1,0,Low,0.0989010989010989,0,0,1,2,Low
P092,Client Implementation Europe Program 092,Client Implementation,Operations,Europe,Medium,2024-12-06 00:00:00,2025-04-09 00:00:00,2025-04-17 00:00:00,124,132,8,1,0,270000,Sponsor_09,PM_12,6,4,4,3,1.6666666666666667,4,5,0,3,14.2,0,1,2,1,0,1,0,9,9,0,0.0,89,0,2,2,0,Medium,0.06451612903225806,0,1,1,5,Medium
P093,Client Implementation Europe Program 093,Client Implementation,Sales,Europe,Medium,2024-10-27 00:00:00,2025-03-17 00:00:00,2025-04-17 00:00:00,141,172,31,1,1,269000,Sponsor_15,PM_07,6,4,5,3,5.166666666666667,10,8,2,3,31.875,1,2,0,3,1,1,0,4,5,0,0.0,60,0,1,1,0,Medium,0.2198581560283688,0,0,1,5,Medium
P094,Client Implementation UK Program 094,Client Implementation,Customer Experience,UK,Medium,2025-01-11 00:00:00,2025-07-31 00:00:00,2025-09-03 00:00:00,201,235,34,1,1,999000,Sponsor_15,PM_15,6,4,6,4,7.666666666666667,24,9,1,5,24.0,2,1,2,1,2,1,0,10,9,1,0.1,152,0,3,2,0,Medium,0.1691542288557214,0,1,1,6,High
P095,Client Implementation Australia Program 095,Client Implementation,Sales,Australia,Medium,2025-07-12 00:00:00,2025-12-24 00:00:00,2025-12-27 00:00:00,165,168,3,1,0,837000,Sponsor_02,PM_04,6,4,2,1,0.6666666666666666,2,8,1,5,27.75,1,1,1,0,2,1,2,9,9,0,0.0,21,0,1,0,0,Medium,0.01818181818181818,0,0,1,2,Low
P096,IT Delivery Europe Program 096,IT Delivery,Operations,Europe,Medium,2024-02-28 00:00:00,2024-06-16 00:00:00,2024-06-26 00:00:00,109,119,10,1,0,1554000,Sponsor_06,PM_13,6,4,5,4,1.8333333333333333,3,6,2,0,13.333333333333334,0,0,3,2,0,0,1,12,10,2,0.167,175,0,3,3,0,High,0.09174311926605505,1,1,1,4,Medium
P097,Transformation UK Program 097,Transformation,Sales,UK,Medium,2025-01-27 00:00:00,2025-09-19 00:00:00,2025-10-11 00:00:00,235,257,22,1,0,246000,Sponsor_03,PM_20,6,4,5,3,3.6666666666666665,8,9,2,5,34.888888888888886,1,0,2,2,2,1,1,14,11,3,0.214,166,1,0,0,0,Medium,0.09361702127659574,1,1,1,6,High
P098,Operations Improvement Europe Program 098,Operations Improvement,Sales,Europe,Medium,2025-01-31 00:00:00,2025-09-21 00:00:00,2025-09-30 00:00:00,233,242,9,1,0,421000,Sponsor_13,PM_09,6,4,5,4,1.8333333333333333,4,7,2,1,23.0,1,1,2,2,1,0,0,8,10,0,0.0,117,0,3,2,0,Medium,0.03862660944206009,0,1,1,3,Medium
P099,Transformation Australia Program 099,Transformation,Customer Experience,Australia,Medium,2025-03-31 00:00:00,2025-07-21 00:00:00,2025-08-27 00:00:00,112,149,37,1,1,1576000,Sponsor_11,PM_11,6,4,5,4,7.666666666666667,18,9,4,2,40.888888888888886,2,2,1,3,0,0,1,9,8,1,0.111,60,0,1,0,0,Low,0.33035714285714285,0,0,1,8,High
P100,Operations Improvement UK Program 100,Operations Improvement,Customer Experience,UK,Low,2025-05-20 00:00:00,2025-08-24 00:00:00,2025-10-06 00:00:00,96,139,43,1,1,919000,Sponsor_10,PM_18,6,4,5,4,7.666666666666667,16,8,1,2,22.125,1,3,1,2,1,0,0,9,6,3,0.333,36,1,3,0,0,Low,0.4479166666666667,1,0,1,6,High
P101,IT Delivery UK Program 101,IT Delivery,Technology,UK,Low,2024-11-20 00:00:00,2025-03-08 00:00:00,2025-03-08 00:00:00,108,108,0,0,0,1101000,Sponsor_11,PM_15,6,4,0,0,0.0,0,4,0,2,15.25,1,0,0,1,0,0,2,12,14,0,0.0,75,0,0,0,0,Medium,0.0,0,0,1,2,Low
P102,Transformation UK Program 102,Transformation,Sales,UK,High,2024-08-18 00:00:00,2025-02-12 00:00:00,2025-04-12 00:00:00,178,237,59,1,1,1242000,Sponsor_14,PM_10,6,4,6,4,11.333333333333334,18,7,3,3,75.0,1,3,1,1,0,0,1,5,4,1,0.2,177,0,4,3,1,Low,0.33146067415730335,1,1,1,9,High
P103,IT Delivery UK Program 103,IT Delivery,Technology,UK,Medium,2024-12-11 00:00:00,2025-08-02 00:00:00,2025-08-12 00:00:00,234,244,10,1,0,264000,Sponsor_02,PM_01,6,4,6,4,2.0,4,9,3,5,34.0,0,0,1,5,3,0,0,4,5,0,0.0,53,0,5,3,1,Medium,0.042735042735042736,0,0,1,6,High
P104,Operations Improvement Australia Program 104,Operations Improvement,Customer Experience,Australia,Medium,2025-02-19 00:00:00,2025-08-04 00:00:00,2025-09-16 00:00:00,166,209,43,1,1,1108000,Sponsor_12,PM_03,6,4,6,4,8.666666666666666,18,10,2,5,26.4,1,0,2,3,1,1,2,4,3,1,0.25,175,1,1,1,0,Medium,0.25903614457831325,1,1,1,6,High
P105,Client Implementation UK Program 105,Client Implementation,Customer Experience,UK,Low,2025-01-14 00:00:00,2025-08-23 00:00:00,2025-10-05 00:00:00,221,264,43,1,1,1330000,Sponsor_06,PM_04,6,4,5,3,9.5,28,11,3,2,50.90909090909091,0,1,0,5,1,1,3,7,4,3,0.429,32,1,0,0,0,Low,0.19457013574660634,1,0,1,5,Medium
P106,Product Launch Australia Program 106,Product Launch,Customer Experience,Australia,Low,2024-11-16 00:00:00,2025-04-03 00:00:00,2025-05-03 00:00:00,138,168,30,1,0,1742000,Sponsor_08,PM_06,6,4,4,2,5.0,10,10,2,1,25.3,2,4,3,0,0,1,0,12,9,3,0.25,120,0,0,0,0,Medium,0.21739130434782608,1,1,1,6,High
P107,Operations Improvement Europe Program 107,Operations Improvement,Operations,Europe,High,2025-04-26 00:00:00,2025-10-06 00:00:00,2025-10-09 00:00:00,163,166,3,1,0,1279000,Sponsor_14,PM_01,6,4,3,1,0.5,1,4,0,2,14.25,1,0,1,1,1,0,0,5,5,0,0.0,46,1,0,0,0,Medium,0.018404907975460124,0,0,1,4,Medium
P108,Transformation UK Program 108,Transformation,Finance,UK,Medium,2024-05-01 00:00:00,2024-08-31 00:00:00,2024-09-13 00:00:00,122,135,13,1,0,378000,Sponsor_06,PM_13,6,4,4,3,2.1666666666666665,5,6,2,1,20.5,1,0,0,1,1,0,3,9,10,0,0.0,65,0,2,1,0,Low,0.10655737704918032,0,0,1,2,Low
P109,Transformation Europe Program 109,Transformation,Sales,Europe,Medium,2025-04-12 00:00:00,2025-08-18 00:00:00,2025-09-05 00:00:00,128,146,18,1,0,1421000,Sponsor_03,PM_17,6,4,5,4,4.333333333333333,16,12,2,2,16.25,4,1,0,3,1,2,1,9,10,0,0.0,94,0,3,2,0,Medium,0.140625,0,1,1,6,High
P110,IT Delivery Australia Program 110,IT Delivery,Technology,Australia,Medium,2025-01-12 00:00:00,2025-07-05 00:00:00,2025-08-27 00:00:00,174,227,53,1,1,1559000,Sponsor_07,PM_04,6,4,6,4,9.833333333333334,13,6,0,1,14.166666666666666,1,0,1,2,1,0,1,13,14,0,0.0,60,0,5,3,0,High,0.3045977011494253,0,0,1,2,Low
P111,Client Implementation Europe Program 111,Client Implementation,Technology,Europe,Medium,2025-05-06 00:00:00,2025-09-16 00:00:00,2025-10-06 00:00:00,133,153,20,1,0,1253000,Sponsor_13,PM_20,6,4,6,4,3.6666666666666665,6,10,0,4,15.7,1,1,2,2,1,1,2,10,12,0,0.0,14,0,3,3,0,Low,0.15037593984962405,0,0,1,4,Medium
P112,Client Implementation Australia Program 112,Client Implementation,Operations,Australia,Medium,2024-03-04 00:00:00,2024-07-07 00:00:00,2024-08-05 00:00:00,125,154,29,1,0,1242000,Sponsor_09,PM_07,6,4,6,4,5.666666666666667,10,8,3,3,35.75,2,0,2,1,2,0,1,9,7,2,0.222,137,0,2,2,0,Medium,0.232,1,1,1,7,High
P113,IT Delivery Europe Program 113,IT Delivery,Technology,Europe,Low,2024-09-27 00:00:00,2025-04-28 00:00:00,2025-05-13 00:00:00,213,228,15,1,0,573000,Sponsor_05,PM_08,6,4,5,4,3.0,6,8,1,3,20.5,1,0,1,1,2,1,2,12,11,1,0.083,200,0,1,1,0,High,0.07042253521126761,0,1,1,5,Medium
P114,Product Launch UK Program 114,Product Launch,Technology,UK,High,2025-07-10 00:00:00,2026-01-13 00:00:00,2026-02-18 00:00:00,187,223,36,1,1,988000,Sponsor_13,PM_12,6,4,6,4,7.0,12,12,3,3,42.333333333333336,0,1,2,6,0,3,0,6,5,1,0.167,133,0,3,2,0,Medium,0.1925133689839572,1,1,1,6,High
P115,Operations Improvement Europe Program 115,Operations Improvement,Customer Experience,Europe,High,2024-10-05 00:00:00,2025-02-07 00:00:00,2025-02-16 00:00:00,125,134,9,1,0,403000,Sponsor_12,PM_20,6,4,4,4,1.6666666666666667,3,7,1,3,22.714285714285715,1,2,2,1,1,0,0,13,11,2,0.154,183,1,1,1,0,High,0.072,1,1,1,7,High
P116,Transformation Europe Program 116,Transformation,Technology,Europe,High,2024-06-10 00:00:00,2024-12-21 00:00:00,2025-02-01 00:00:00,194,236,42,1,1,1517000,Sponsor_08,PM_16,6,4,6,4,7.333333333333333,14,5,1,1,25.8,0,1,1,1,1,1,0,14,16,0,0.0,7,0,3,3,0,Low,0.21649484536082475,0,0,1,2,Low
P117,IT Delivery Australia Program 117,IT Delivery,Operations,Australia,Medium,2024-02-08 00:00:00,2024-06-21 00:00:00,2024-07-23 00:00:00,134,166,32,1,1,1035000,Sponsor_15,PM_06,6,4,6,4,6.333333333333333,12,5,1,1,24.4,1,0,1,2,0,0,1,4,3,1,0.25,29,1,4,3,1,High,0.23880597014925373,1,0,1,5,Medium
P118,Operations Improvement Europe Program 118,Operations Improvement,Finance,Europe,Medium,2024-05-17 00:00:00,2024-12-22 00:00:00,2025-01-27 00:00:00,219,255,36,1,1,1138000,Sponsor_04,PM_09,6,4,6,4,6.166666666666667,13,8,1,1,21.5,3,1,0,0,2,0,2,5,7,0,0.0,23,1,0,0,0,Medium,0.1643835616438356,0,0,1,3,Medium
P119,Client Implementation UK Program 119,Client Implementation,Finance,UK,Medium,2025-02-19 00:00:00,2025-09-06 00:00:00,2025-10-13 00:00:00,199,236,37,1,1,1235000,Sponsor_02,PM_11,6,4,5,3,6.166666666666667,11,10,4,4,52.0,2,3,1,1,1,2,0,10,9,1,0.1,83,1,1,0,0,Low,0.18592964824120603,0,1,1,9,High
P120,Product Launch UK Program 120,Product Launch,Operations,UK,Medium,2025-01-03 00:00:00,2025-06-02 00:00:00,2025-07-21 00:00:00,150,199,49,1,1,307000,Sponsor_08,PM_04,6,4,6,4,10.833333333333334,32,10,1,2,20.2,2,4,1,0,0,2,1,8,7,1,0.125,196,1,4,4,0,High,0.32666666666666666,0,1,1,7,High
P121,Operations Improvement Europe Program 121,Operations Improvement,Operations,Europe,Low,2025-04-10 00:00:00,2025-10-12 00:00:00,2025-10-12 00:00:00,185,185,0,0,0,1031000,Sponsor_15,PM_18,6,4,0,0,0.0,0,4,0,1,13.5,0,1,0,1,1,0,1,11,9,2,0.182,194,0,1,0,0,High,0.0,1,1,1,2,Low
P122,Product Launch Australia Program 122,Product Launch,Sales,Australia,Low,2024-07-26 00:00:00,2025-03-19 00:00:00,2025-03-30 00:00:00,236,247,11,1,0,1279000,Sponsor_03,PM_05,6,4,4,2,1.8333333333333333,4,8,2,6,56.25,0,1,0,2,1,3,1,9,11,0,0.0,74,0,1,1,0,Medium,0.046610169491525424,0,0,1,4,Medium
P123,IT Delivery UK Program 123,IT Delivery,Sales,UK,High,2025-07-31 00:00:00,2025-11-12 00:00:00,2025-11-15 00:00:00,104,107,3,1,0,1324000,Sponsor_11,PM_15,6,4,3,2,0.5,1,9,2,2,23.444444444444443,2,2,2,3,0,0,0,8,10,0,0.0,27,0,2,1,0,High,0.028846153846153848,0,0,1,6,High
P124,Transformation Europe Program 124,Transformation,Customer Experience,Europe,Low,2024-10-20 00:00:00,2025-05-02 00:00:00,2025-05-22 00:00:00,194,214,20,1,0,548000,Sponsor_13,PM_05,6,4,5,3,3.3333333333333335,5,5,1,2,27.2,1,0,0,1,2,0,1,14,14,0,0.0,57,0,3,3,0,Medium,0.10309278350515463,0,0,1,4,Medium
P125,Operations Improvement Europe Program 125,Operations Improvement,Technology,Europe,Medium,2024-12-22 00:00:00,2025-04-21 00:00:00,2025-05-08 00:00:00,120,137,17,1,0,545000,Sponsor_07,PM_18,6,4,6,4,3.0,5,6,0,1,14.333333333333334,0,0,0,4,1,1,0,12,11,1,0.083,138,0,5,5,0,High,0.14166666666666666,0,1,1,3,Medium
P126,Operations Improvement UK Program 126,Operations Improvement,Finance,UK,High,2024-04-25 00:00:00,2024-08-01 00:00:00,2024-08-18 00:00:00,98,115,17,1,0,1532000,Sponsor_10,PM_14,6,4,6,4,3.1666666666666665,5,6,0,0,14.333333333333334,0,1,2,1,0,1,1,4,4,0,0.0,76,0,2,2,0,Medium,0.17346938775510204,0,0,1,2,Low
P127,Operations Improvement Europe Program 127,Operations Improvement,Sales,Europe,Medium,2024-02-27 00:00:00,2024-07-01 00:00:00,2024-07-30 00:00:00,125,154,29,1,0,1211000,Sponsor_04,PM_10,6,4,5,4,6.333333333333333,18,5,1,1,39.2,1,1,1,0,2,0,0,15,14,1,0.067,80,0,0,0,0,Medium,0.232,0,1,1,3,Medium
P128,Operations Improvement Europe Program 128,Operations Improvement,Operations,Europe,Medium,2024-06-28 00:00:00,2025-01-13 00:00:00,2025-01-13 00:00:00,199,199,0,0,0,1318000,Sponsor_01,PM_16,6,4,0,0,0.0,0,6,0,0,16.0,1,1,1,1,1,0,1,9,8,1,0.111,198,0,1,1,0,Medium,0.0,0,1,1,1,Low
P129,Operations Improvement UK Program 129,Operations Improvement,Finance,UK,High,2024-05-27 00:00:00,2024-12-21 00:00:00,2025-01-14 00:00:00,208,232,24,1,0,298000,Sponsor_07,PM_18,6,4,6,4,4.333333333333333,8,7,1,4,28.0,0,2,1,2,2,0,0,10,8,2,0.2,104,0,0,0,0,Low,0.11538461538461539,1,1,1,7,High
P130,Client Implementation Europe Program 130,Client Implementation,Operations,Europe,High,2024-02-10 00:00:00,2024-05-28 00:00:00,2024-06-09 00:00:00,108,120,12,1,0,565000,Sponsor_12,PM_19,6,4,4,2,2.0,5,8,4,5,34.25,0,3,1,1,0,1,2,14,13,1,0.071,97,0,1,0,0,High,0.1111111111111111,0,1,1,8,High
P131,Operations Improvement Europe Program 131,Operations Improvement,Operations,Europe,Medium,2025-05-05 00:00:00,2025-10-04 00:00:00,2025-10-16 00:00:00,152,164,12,1,0,1604000,Sponsor_12,PM_20,6,4,4,4,2.1666666666666665,5,6,1,1,22.0,0,2,0,1,0,1,2,7,6,1,0.143,117,0,0,0,0,Low,0.07894736842105263,0,1,1,4,Medium
P132,IT Delivery Australia Program 132,IT Delivery,Finance,Australia,High,2025-04-25 00:00:00,2025-10-13 00:00:00,2025-11-27 00:00:00,171,216,45,1,1,596000,Sponsor_06,PM_12,6,4,6,4,9.0,18,12,5,4,54.916666666666664,4,2,1,4,0,1,0,10,7,3,0.3,86,0,3,3,0,Medium,0.2631578947368421,1,1,1,10,High
P133,IT Delivery UK Program 133,IT Delivery,Operations,UK,High,2025-01-23 00:00:00,2025-09-15 00:00:00,2025-09-15 00:00:00,235,235,0,0,0,683000,Sponsor_09,PM_16,6,4,0,0,0.0,0,6,1,1,17.0,1,0,1,0,3,0,1,14,14,0,0.0,92,0,3,2,0,Medium,0.0,0,1,1,1,Low
P134,Transformation Australia Program 134,Transformation,Finance,Australia,High,2024-03-01 00:00:00,2024-10-11 00:00:00,2024-11-08 00:00:00,224,252,28,1,0,249000,Sponsor_14,PM_03,6,4,5,4,5.333333333333333,9,5,1,1,51.8,0,0,0,3,1,1,0,14,16,0,0.0,29,1,3,2,0,Low,0.125,0,0,1,2,Low
P135,Transformation Europe Program 135,Transformation,Finance,Europe,Medium,2025-05-09 00:00:00,2025-12-09 00:00:00,2025-12-18 00:00:00,214,223,9,1,0,212000,Sponsor_09,PM_01,6,4,5,3,1.5,2,9,2,6,34.0,3,2,1,1,0,1,1,12,13,0,0.0,36,1,2,2,0,Medium,0.04205607476635514,0,0,1,6,High
P136,Transformation UK Program 136,Transformation,Customer Experience,UK,Medium,2025-06-23 00:00:00,2025-11-24 00:00:00,2026-01-09 00:00:00,154,200,46,1,1,905000,Sponsor_13,PM_09,6,4,5,4,8.833333333333334,15,10,1,5,35.6,1,0,0,5,2,1,1,10,12,0,0.0,28,0,4,4,1,Medium,0.2987012987012987,0,0,1,6,High
P137,IT Delivery UK Program 137,IT Delivery,Customer Experience,UK,Medium,2025-01-23 00:00:00,2025-07-28 00:00:00,2025-09-27 00:00:00,186,247,61,1,1,1311000,Sponsor_01,PM_16,6,4,6,4,13.166666666666666,36,11,4,4,68.45454545454545,4,0,1,4,1,1,0,14,14,0,0.0,82,0,3,2,0,Medium,0.3279569892473118,0,1,1,8,High
P138,Product Launch Australia Program 138,Product Launch,Customer Experience,Australia,High,2025-08-03 00:00:00,2026-03-02 00:00:00,2026-03-22 00:00:00,211,231,20,1,0,735000,Sponsor_15,PM_02,6,4,5,3,3.3333333333333335,7,9,3,2,34.111111111111114,3,4,0,1,1,0,0,5,7,0,0.0,4,1,1,0,0,Medium,0.0947867298578199,0,0,1,6,High
P139,Transformation Australia Program 139,Transformation,Operations,Australia,High,2025-02-11 00:00:00,2025-05-31 00:00:00,2025-06-15 00:00:00,109,124,15,1,0,792000,Sponsor_10,PM_06,6,4,5,4,3.0,6,5,1,0,27.4,1,2,0,0,0,0,2,7,8,0,0.0,42,0,0,0,0,Medium,0.13761467889908258,0,0,1,3,Medium
P140,Transformation UK Program 140,Transformation,Technology,UK,Medium,2024-08-25 00:00:00,2024-12-12 00:00:00,2025-01-10 00:00:00,109,138,29,1,0,877000,Sponsor_13,PM_20,6,4,6,4,5.333333333333333,8,11,3,2,27.272727272727273,1,1,1,1,1,3,3,13,10,3,0.231,182,1,0,0,0,Medium,0.26605504587155965,1,1,1,6,High
P141,IT Delivery UK Program 141,IT Delivery,Operations,UK,Low,2025-01-24 00:00:00,2025-05-15 00:00:00,2025-05-27 00:00:00,111,123,12,1,0,1761000,Sponsor_05,PM_20,6,4,5,4,2.6666666666666665,8,5,1,2,17.6,0,3,0,0,0,0,2,7,9,0,0.0,100,0,2,1,0,Low,0.10810810810810811,0,1,1,6,High
P142,Transformation UK Program 142,Transformation,Operations,UK,Medium,2024-05-15 00:00:00,2024-09-04 00:00:00,2024-10-06 00:00:00,112,144,32,1,1,563000,Sponsor_08,PM_14,6,4,6,4,5.833333333333333,9,8,2,2,28.375,1,0,1,2,1,2,1,12,11,1,0.083,161,1,3,1,0,Low,0.2857142857142857,0,1,1,5,Medium
P143,Client Implementation UK Program 143,Client Implementation,Customer Experience,UK,High,2024-03-27 00:00:00,2024-11-15 00:00:00,2024-12-04 00:00:00,233,252,19,1,0,677000,Sponsor_09,PM_19,6,4,5,4,3.8333333333333335,8,7,1,2,18.428571428571427,1,0,1,2,3,0,0,6,5,1,0.167,146,1,1,0,0,Low,0.0815450643776824,1,1,1,6,High
P144,IT Delivery UK Program 144,IT Delivery,Sales,UK,High,2025-05-22 00:00:00,2025-10-09 00:00:00,2025-11-05 00:00:00,140,167,27,1,0,1117000,Sponsor_03,PM_04,6,4,6,4,5.0,7,10,1,2,18.9,2,0,1,3,1,2,1,8,8,0,0.0,102,0,3,3,0,High,0.19285714285714287,0,1,1,6,High
P145,Operations Improvement Australia Program 145,Operations Improvement,Technology,Australia,Low,2024-05-19 00:00:00,2024-11-01 00:00:00,2024-11-01 00:00:00,166,166,0,0,0,836000,Sponsor_12,PM_20,6,4,0,0,0.0,0,4,0,1,19.75,0,0,0,1,1,1,1,7,6,1,0.143,94,0,0,0,0,Medium,0.0,0,1,1,1,Low
